cliente_id,edad,genero,region,antiguedad_dias,nivel_membresia,paginas_vistas_7d,tiempo_sesion_min,visitas_7d,busquedas_7d,items_carrito,abandono_carrito,categoria_favorita,compras_30d,compras_90d,ticket_promedio,devolucion_30d,calificacion_promedio,descuento_usado,comprara,genero_cod,membresia_cod,region_cod,categoria_cod
892,62,M,Centro,1400,Oro,17,61.94,2,28,6,0,Electronica,1,1,90.35,1,4.2,1,0,0,2,2,0
893,35,M,Oeste,1046,Bronce,33,36.08,23,36,11,0,Electronica,1,13,30.11,0,4.2,1,1,0,0,4,0
894,55,F,Este,883,Bronce,88,28.64,4,16,9,1,Electronica,5,8,14.39,0,3.9,0,0,1,0,3,0
895,52,M,Sur,313,Oro,44,0.81,1,38,8,0,Hogar,5,17,86.39,0,1.1,0,1,0,2,1,2
896,32,M,Centro,840,Oro,5,1.65,19,41,10,0,Electronica,1,18,13.88,0,3.3,1,1,0,2,2,0
897,42,M,Centro,519,Bronce,20,12.62,24,27,14,0,Electronica,4,11,85.89,0,4.0,1,1,0,0,2,0
898,54,M,Centro,1230,Bronce,69,11.37,3,28,11,1,Libros,4,12,30.45,1,2.8,1,0,0,0,2,4
899,45,M,Sur,375,Bronce,95,9.19,9,42,11,0,Hogar,0,11,198.02,0,4.8,0,1,0,0,1,2
900,27,F,Centro,451,Plata,104,7.58,9,2,8,0,Hogar,1,11,61.56,0,4.3,0,1,1,1,2,2
901,56,M,Sur,1650,Bronce,47,8.46,23,9,2,1,Electronica,3,17,30.28,1,3.6,0,0,0,0,1,0
902,34,F,Centro,1808,Bronce,106,12.64,20,41,5,0,Hogar,5,8,163.46,0,1.2,0,1,1,0,2,2
903,56,M,Oeste,1015,Plata,38,0.03,10,13,6,0,Ropa,1,16,33.45,1,3.6,0,0,0,1,4,1
904,39,F,Oeste,595,Bronce,30,4.53,26,11,13,0,Hogar,4,15,39.29,0,4.6,0,1,1,0,4,2
905,43,F,Sur,1203,Plata,105,10.96,15,46,9,0,Hogar,1,16,153.8,0,2.5,0,0,1,1,1,2
906,61,F,Oeste,1234,Bronce,9,19.21,25,41,8,0,Hogar,4,7,39.55,0,4.4,1,1,1,0,4,2
907,42,F,Sur,500,Bronce,29,2.87,28,29,14,1,Deportes,1,10,52.23,1,2.3,1,1,1,0,1,3
908,34,M,Oeste,464,Plata,115,11.87,28,31,1,0,Deportes,6,1,44.18,0,3.3,0,1,0,1,4,3
909,30,M,Oeste,1148,Bronce,17,18.8,29,31,7,0,Deportes,3,7,19.9,0,3.6,0,1,0,0,4,3
910,37,F,Sur,113,Oro,59,8.82,16,41,13,0,Hogar,7,11,13.17,0,3.7,0,1,1,2,1,2
911,42,Otro,Este,1036,Plata,87,0.41,15,31,6,0,Ropa,0,0,113.15,0,4.5,0,1,2,1,3,1
912,21,F,Oeste,1150,Bronce,115,8.95,6,25,3,0,Hogar,6,12,92.88,0,1.9,0,1,1,0,4,2
913,27,F,Centro,1589,Plata,72,5.27,15,0,1,1,Electronica,3,16,36.54,1,2.0,0,1,1,1,2,0
914,20,F,Este,331,Bronce,94,39.81,2,41,7,0,Ropa,4,13,38.03,1,3.8,1,0,1,0,3,1
915,58,M,Sur,1307,Oro,14,2.0,25,1,10,1,Deportes,5,13,242.04,0,1.7,1,1,0,2,1,3
916,62,M,Este,140,Bronce,3,15.85,15,16,4,0,Libros,5,15,361.66,0,2.9,1,1,0,0,3,4
917,35,F,Norte,1425,Plata,62,0.81,7,29,5,0,Ropa,2,16,61.31,0,1.1,1,1,1,1,0,1
918,64,F,Norte,902,Bronce,39,8.86,29,38,13,0,Deportes,3,5,139.74,0,1.6,1,1,1,0,0,3
919,53,M,Oeste,1121,Bronce,8,12.11,11,6,10,0,Ropa,1,6,116.75,0,3.7,1,0,0,0,4,1
920,64,F,Oeste,517,Plata,108,5.31,2,26,6,0,Ropa,0,0,38.23,1,4.0,1,0,1,1,4,1
921,39,M,Centro,569,Plata,8,9.11,16,8,14,0,Hogar,1,14,14.83,1,1.5,0,1,0,1,2,2
922,51,F,Este,846,Bronce,25,2.68,20,21,14,1,Electronica,1,19,22.3,0,1.9,1,1,1,0,3,0
923,64,M,Norte,1093,Bronce,3,5.44,17,33,9,0,Libros,3,17,155.76,0,1.4,0,1,0,0,0,4
924,25,M,Oeste,118,Plata,80,14.56,10,45,0,0,Deportes,7,12,115.11,0,2.7,1,1,0,1,4,3
925,57,F,Este,888,Oro,15,5.39,3,48,7,0,Ropa,0,1,97.33,0,1.5,1,0,1,2,3,1
926,61,M,Oeste,1083,Bronce,14,34.5,15,0,3,0,Libros,2,18,21.2,0,2.7,1,1,0,0,4,4
927,36,F,Oeste,1057,Bronce,98,14.85,16,8,12,0,Ropa,6,14,91.72,1,3.9,0,1,1,0,4,1
928,59,F,Norte,1342,Bronce,51,8.66,8,19,8,0,Electronica,1,11,128.33,1,3.7,0,0,1,0,0,0
929,58,F,Norte,50,Oro,68,0.59,5,18,0,0,Libros,0,14,167.63,1,2.1,1,0,1,2,0,4
930,54,M,Oeste,1513,Bronce,118,10.38,23,35,10,1,Deportes,2,17,11.07,1,3.7,1,1,0,0,4,3
931,23,M,Sur,19,Bronce,4,21.71,26,39,1,1,Ropa,6,13,102.28,0,4.7,0,1,0,0,1,1
932,43,M,Oeste,726,Plata,19,4.63,19,44,13,0,Electronica,1,5,11.54,0,2.4,1,0,0,1,4,0
933,51,Otro,Oeste,197,Bronce,78,24.66,24,3,5,0,Libros,0,11,108.17,0,2.3,1,0,2,0,4,4
934,62,F,Centro,1474,Bronce,17,4.35,1,8,10,1,Ropa,6,19,90.76,0,3.3,0,1,1,0,2,1
935,23,F,Centro,559,Bronce,110,26.04,8,40,9,0,Ropa,3,5,22.85,0,2.0,1,1,1,0,2,1
936,54,F,Centro,1703,Bronce,1,1.34,27,21,10,0,Deportes,7,8,126.24,0,3.6,0,1,1,0,2,3
937,50,F,Sur,452,Bronce,92,30.17,20,17,13,0,Electronica,5,3,15.66,0,4.3,1,1,1,0,1,0
938,39,F,Sur,289,Plata,12,10.37,28,11,0,0,Hogar,5,16,150.08,0,2.8,0,0,1,1,1,2
939,38,M,Oeste,1165,Bronce,3,5.28,5,41,3,0,Ropa,1,1,34.3,0,3.7,1,0,0,0,4,1
940,23,F,Centro,1108,Plata,41,4.62,2,42,7,0,Libros,1,15,103.4,0,3.6,1,0,1,1,2,4
941,23,M,Sur,1718,Plata,108,8.48,19,38,14,0,Deportes,6,13,215.84,0,1.2,0,1,0,1,1,3
942,21,F,Norte,391,Plata,73,104.38,5,8,9,0,Deportes,0,7,43.22,0,1.7,1,0,1,1,0,3
943,47,F,Oeste,1615,Bronce,60,3.73,6,5,4,1,Ropa,5,13,65.92,0,4.6,1,0,1,0,4,1
944,28,F,Este,215,Bronce,94,1.63,0,18,12,0,Ropa,1,1,59.76,0,4.8,1,1,1,0,3,1
945,47,M,Oeste,1550,Bronce,104,13.19,22,47,8,0,Ropa,2,15,23.72,0,4.1,0,1,0,0,4,1
946,48,M,Este,215,Bronce,7,10.06,0,46,10,0,Hogar,1,3,81.39,0,4.7,0,0,0,0,3,2
947,41,M,Centro,1427,Bronce,66,11.14,4,6,10,1,Ropa,5,0,118.69,0,2.2,0,0,0,0,2,1
948,26,M,Este,128,Plata,111,16.49,5,15,5,1,Electronica,4,19,208.99,1,2.0,1,1,0,1,3,0
949,20,M,Centro,1501,Bronce,62,4.66,12,4,0,1,Libros,7,13,162.2,0,2.5,0,0,0,0,2,4
950,48,F,Norte,760,Bronce,109,36.23,1,15,5,0,Ropa,5,7,67.07,0,1.2,1,0,1,0,0,1
951,57,F,Este,404,Bronce,8,8.58,14,0,5,1,Hogar,2,2,111.56,1,4.2,1,0,1,0,3,2
952,54,M,Oeste,1053,Plata,93,2.07,14,36,12,1,Libros,0,4,139.07,1,4.9,1,1,0,1,4,4
953,53,M,Centro,1816,Bronce,116,20.34,12,38,5,0,Deportes,2,5,64.42,0,4.3,1,0,0,0,2,3
954,41,M,Oeste,338,Plata,10,15.45,25,18,7,0,Ropa,4,7,19.81,0,3.2,1,1,0,1,4,1
955,48,F,Sur,831,Bronce,98,5.69,24,36,14,0,Libros,4,5,56.09,0,2.2,1,1,1,0,1,4
956,23,F,Centro,714,Oro,100,14.57,13,16,5,1,Deportes,1,5,157.86,0,1.8,0,0,1,2,2,3
957,19,F,Este,361,Oro,41,3.72,25,25,4,0,Hogar,1,3,82.63,0,2.5,1,1,1,2,3,2
958,37,F,Centro,569,Bronce,12,8.83,21,21,14,0,Electronica,5,6,113.12,1,3.7,1,0,1,0,2,0
959,45,Otro,Oeste,1416,Bronce,35,34.45,6,7,10,1,Ropa,3,18,26.39,1,2.8,1,0,2,0,4,1
960,28,F,Norte,218,Bronce,119,2.15,13,32,1,1,Electronica,7,6,276.69,0,4.7,1,1,1,0,0,0
961,21,M,Centro,1598,Bronce,12,7.33,25,1,3,1,Hogar,2,2,51.41,0,4.4,0,0,0,0,2,2
962,32,F,Este,1693,Plata,11,25.82,23,29,13,1,Libros,5,7,94.82,1,1.4,0,1,1,1,3,4
963,23,M,Sur,202,Plata,36,52.35,26,46,14,0,Libros,3,0,11.52,0,1.5,1,1,0,1,1,4
964,47,F,Norte,17,Plata,73,9.08,28,19,9,1,Hogar,5,0,20.89,0,3.7,0,1,1,1,0,2
965,55,M,Sur,322,Plata,119,10.61,9,17,4,0,Hogar,7,13,131.87,0,1.9,1,1,0,1,1,2
966,19,F,Centro,518,Bronce,72,12.74,16,42,9,1,Ropa,7,5,285.29,0,4.2,0,0,1,0,2,1
967,32,F,Oeste,1594,Bronce,51,40.4,13,9,3,0,Deportes,4,9,40.86,0,3.4,0,0,1,0,4,3
968,28,F,Oeste,1349,Plata,70,29.3,7,23,1,1,Electronica,1,13,13.03,0,1.9,0,0,1,1,4,0
969,25,F,Este,1436,Bronce,1,2.81,3,3,6,1,Electronica,1,3,45.81,0,2.9,1,0,1,0,3,0
970,43,M,Oeste,1342,Plata,117,8.61,25,36,9,1,Libros,7,5,11.41,0,2.6,1,1,0,1,4,4
971,62,M,Norte,681,Bronce,55,9.35,15,3,9,0,Libros,5,15,27.09,0,4.5,0,1,0,0,0,4
972,61,M,Oeste,1106,Bronce,59,23.35,23,12,1,0,Ropa,7,0,121.7,0,1.1,1,1,0,0,4,1
973,22,M,Este,1498,Oro,22,13.85,12,24,0,1,Hogar,1,5,231.28,0,4.6,0,0,0,2,3,2
974,23,F,Centro,1492,Bronce,102,15.93,21,12,13,0,Electronica,0,8,17.32,0,3.6,0,0,1,0,2,0
975,43,M,Centro,425,Oro,39,94.8,26,17,4,1,Ropa,5,14,75.3,0,4.0,1,1,0,2,2,1
976,21,Otro,Oeste,1755,Oro,63,1.17,24,23,11,0,Libros,4,11,33.43,0,1.0,1,0,2,2,4,4
977,36,F,Sur,1713,Plata,102,3.78,26,1,12,1,Libros,6,2,21.98,0,3.5,0,1,1,1,1,4
978,37,F,Centro,1228,Plata,84,7.86,19,47,0,0,Electronica,5,10,29.77,1,3.4,1,0,1,1,2,0
979,50,M,Oeste,1607,Plata,22,6.41,17,32,0,1,Libros,5,14,78.98,0,3.1,1,1,0,1,4,4
980,37,F,Este,1019,Oro,28,0.33,13,18,14,1,Libros,1,2,15.39,1,4.1,0,1,1,2,3,4
981,29,F,Oeste,387,Bronce,77,1.44,17,8,0,0,Deportes,4,13,55.56,0,3.2,0,1,1,0,4,3
982,64,F,Centro,778,Bronce,89,17.14,4,27,5,0,Hogar,5,1,21.62,0,4.4,1,0,1,0,2,2
983,18,F,Este,98,Plata,50,31.72,25,34,8,0,Libros,1,3,35.47,1,1.9,0,1,1,1,3,4
984,43,F,Oeste,1369,Bronce,68,10.83,8,38,9,0,Deportes,7,18,26.93,1,4.2,0,0,1,0,4,3
985,31,M,Norte,208,Bronce,118,11.62,27,9,12,0,Ropa,2,11,181.63,1,1.7,1,1,0,0,0,1
986,55,F,Este,1538,Bronce,94,4.42,2,0,10,1,Libros,4,1,108.48,0,4.3,0,0,1,0,3,4
987,54,M,Norte,1660,Plata,88,21.91,7,41,11,0,Ropa,3,16,172.28,0,4.8,0,0,0,1,0,1
988,28,M,Sur,1816,Oro,30,20.9,19,20,0,0,Libros,0,2,48.69,0,2.3,0,0,0,2,1,4
989,53,M,Este,586,Bronce,49,13.31,21,8,4,0,Electronica,3,9,40.08,0,3.1,1,1,0,0,3,0
990,30,M,Norte,166,Oro,19,3.59,9,46,14,0,Deportes,6,15,48.32,0,3.6,1,1,0,2,0,3
991,60,M,Centro,22,Plata,107,1.53,21,14,8,0,Deportes,7,8,11.5,0,1.3,0,1,0,1,2,3
992,20,M,Centro,154,Plata,54,1.0,18,34,13,1,Electronica,4,10,113.19,0,3.0,0,1,0,1,2,0
993,50,Otro,Sur,1463,Plata,80,13.47,29,4,8,1,Hogar,5,14,44.43,0,2.4,1,1,2,1,1,2
994,23,F,Este,1319,Plata,108,26.15,20,40,0,0,Deportes,1,2,40.07,0,4.5,1,0,1,1,3,3
995,27,Otro,Este,219,Bronce,1,29.31,27,21,7,0,Ropa,6,15,82.93,0,4.5,1,1,2,0,3,1
996,22,M,Este,669,Plata,24,9.34,2,40,0,1,Deportes,4,11,55.85,1,3.8,0,0,0,1,3,3
997,40,M,Sur,1519,Bronce,12,23.01,10,22,14,0,Hogar,0,4,326.41,0,3.6,1,1,0,0,1,2
998,27,F,Este,230,Oro,102,44.03,10,6,7,0,Ropa,4,6,45.24,0,3.9,1,0,1,2,3,1
999,61,M,Centro,20,Oro,91,4.83,16,22,0,0,Ropa,6,8,86.13,1,2.5,1,1,0,2,2,1
1000,19,M,Norte,553,Bronce,105,7.61,15,43,11,0,Electronica,1,17,39.88,0,2.6,1,1,0,0,0,0
